Group	CMRA	CMTB
Fungi	-0.109164251	2.025530695
Fungi	-0.080934396	1.650356591
Fungi	-0.079500024	2.055315658
Fungi	-0.137303984	1.617276034
Fungi	-0.141313924	1.715994474
Fungi	-0.110168224	1.70303323
Fungi	-0.122720172	1.639710437
Fungi	-0.133928985	1.589159004
Fungi	-0.134706754	1.469235812
Fungi	-0.145544546	1.627030497
Fungi	-0.144605154	1.593356346
Fungi	-0.139210944	1.524780902
Fungi	-0.158740591	1.410852965
Fungi	-0.128597261	1.752985196
Fungi	-0.118908898	1.810940291
Fungi	-0.109567028	1.759268066
Fungi	-0.118361577	1.720896117
Fungi	-0.093352454	1.799656991
Fungi	-0.13037781	1.777550083
Fungi	-0.109766476	1.919184574
Fungi	-0.111173391	1.417935153
Fungi	-0.116656643	1.747906749
Fungi	-0.111933944	1.764949496
Fungi	-0.163974444	1.803729891
Fungi	-0.148198491	1.950531667
Fungi	-0.118643746	1.866234387
Fungi	-0.12254588	1.820306723
Fungi	-0.165408714	1.593928722
Fungi	-0.140359186	2.257395453
Fungi	-0.129869305	2.203480903
Fungi	-0.134561764	2.293596634
Fungi	-0.131635796	2.247487475
Fungi	-0.156668651	2.232538011
Fungi	-0.164609422	1.649203993
Fungi	-0.11068087	1.584609083
Fungi	-0.140230826	1.712810553
Fungi	-0.128319325	1.505943699
Fungi	-0.15092179	1.483867475
Fungi	-0.185723564	1.688091211
Fungi	-0.160981102	1.671226333
Fungi	-0.185700511	1.681715169
Fungi	-0.160067508	1.575591406
Fungi	-0.181296347	1.806592441
Fungi	-0.134008103	1.915882848
Fungi	-0.120425696	1.888929491
Fungi	-0.089780853	1.768928896
Fungi	-0.138977631	1.863681012
Fungi	-0.12803026	1.931248584
Fungi	-0.068911721	1.815267533
Fungi	-0.148878849	1.248599808
Fungi	-0.092692425	1.690179774
Fungi	-0.091263151	1.735360734
Fungi	-0.064571127	1.707661108
Fungi	-0.104983819	1.394416111
Fungi	-0.098997556	1.472275851
Fungi	-0.096446087	1.44214743
Fungi	-0.089113887	1.586275238
Fungi	-0.106733333	1.463572107
Fungi	-0.12540106	1.628010619
Fungi	-0.156982372	1.703059254
Fungi	-0.130985984	1.602903586
Fungi	-0.124150852	1.570484206
Fungi	-0.117358641	1.59097632
Fungi	-0.164385303	1.414370984
Fungi	-0.173993828	1.340810515
Fungi	-0.247025385	1.211104577
Fungi	-0.187117632	1.269320887
Fungi	-0.245679067	1.159572674
Fungi	-0.097936957	1.786750329
Fungi	-0.107776754	1.724882534
Fungi	-0.129291075	1.74069383
Fungi	-0.100206387	1.661059621
Fungi	-0.101617178	1.647299059
Fungi	-0.097144928	1.61320324
Fungi	-0.105315956	1.61205465
Fungi	-0.101179843	1.525983821
Fungi	-0.102431218	1.556317772
Fungi	-0.106677694	1.529895438
Fungi	-0.170483599	1.985095739
Fungi	-0.137488822	1.935393794
Fungi	-0.130891867	1.970820162
Fungi	-0.137640542	1.763555148
Fungi	-0.134382586	1.885428318
Fungi	-0.154868092	1.317678508
Fungi	-0.15448948	1.454161164
Fungi	-0.177812265	1.367326612
Fungi	-0.182419709	1.336093375
Fungi	-0.178861647	1.377244395
Fungi	-0.081485107	1.494183825
Fungi	-0.08865988	1.605084231
Fungi	-0.092610542	1.64828769
Fungi	-0.076546337	1.523711313
Fungi	-0.094265681	1.61007728
Fungi	-0.121240542	1.322742351
Fungi	-0.159092507	1.396335199
Fungi	-0.131003576	1.508762179
Fungi	-0.144960692	1.407081998
Fungi	-0.113327776	1.355553596
Fungi	-0.097316847	1.503639163
Fungi	-0.078584233	1.649912338
Fungi	-0.086113058	1.628420269
Fungi	-0.098331314	1.4393582
Fungi	-0.099360936	1.494086296
Fungi	-0.173615537	1.024170365
Fungi	-0.074604094	1.749596238
Fungi	-0.091846265	1.457306654
Fungi	-0.136607004	1.344708543
Fungi	-0.133585086	1.422210454
Fungi	-0.106210157	1.891155788
Fungi	-0.117360873	1.866542279
Fungi	-0.117650838	1.709988131
Fungi	-0.102087303	1.898949805
Fungi	-0.111600875	1.911339678
Fungi	-0.084552889	1.638525861
Fungi	-0.081316673	1.71154787
Fungi	-0.101374908	1.543509722
Fungi	-0.087618868	1.636500547
Fungi	-0.063123847	1.510054482
Protist	-0.163121315	1.409215383
Protist	-0.141129687	1.549637154
Protist	-0.142009529	1.541964329
Protist	-0.142846598	1.44480406
Protist	-0.15744106	1.475572325
Protist	-0.1268671	1.82006082
Protist	-0.146657956	1.903862087
Protist	-0.113897849	1.930403185
Protist	-0.112100958	1.755170837
Protist	-0.122186933	1.849544901
Protist	-0.10474382	1.539602663
Protist	-0.114637783	1.698457781
Protist	-0.115045716	1.43891813
Protist	-0.07776492	1.248507526
Protist	-0.114648569	1.377410888
Protist	-0.173260263	1.888456738
Protist	-0.176134645	1.971431585
Protist	-0.178698806	2.16308775
Protist	-0.166355762	1.9783385
Protist	-0.177146859	2.089253703
Protist	-0.140209551	1.681702355
Protist	-0.116191255	1.599437519
Protist	-0.118558911	1.630726668
Protist	-0.114159838	1.647852501
Protist	-0.123655606	1.741949587
Protist	-0.177374403	1.735240249
Protist	-0.161974563	1.672551774
Protist	-0.174424398	1.650888314
Protist	-0.17435885	1.74201062
Protist	-0.196722731	1.802325928
Protist	-0.167967399	1.705048559
Protist	-0.188555306	1.715667816
Protist	-0.187128249	1.68190498
Protist	-0.156682635	1.665840483
Protist	-0.188826029	1.77425931
Protist	-0.086721859	1.482044281
Protist	-0.099931929	1.551012039
Protist	-0.099820686	1.185421931
Protist	-0.111390632	1.503061495
Protist	-0.0941229	1.717948041
Protist	-0.142672115	1.779890495
Protist	-0.118148405	2.029737054
Protist	-0.129445141	1.738174646
Protist	-0.15084511	1.780055536
Protist	-0.148800734	1.901505346
Protist	-0.141817634	1.892262163
Protist	-0.15510922	1.983998053
Protist	-0.127083679	2.01643987
Protist	-0.125323367	1.330553679
Protist	-0.150338503	1.979985944
Protist	-0.167736926	1.381836349
Protist	-0.236060247	1.301678757
Protist	-0.168076359	1.25319693
Protist	-0.213182335	1.041854372
Protist	-0.166775251	1.238537769
Protist	-0.147608062	1.32140382
Protist	-0.145377494	1.199566669
Protist	-0.139340698	1.375805187
Protist	-0.127503363	1.269852107
Protist	-0.106630672	1.451941902
Protist	-0.142527313	1.718800018
Protist	-0.152705491	1.740179295
Protist	-0.148258366	1.780912404
Protist	-0.122344556	1.738029687
Protist	-0.161758213	1.790126844
Protist	-0.127522794	1.731094253
Protist	-0.141464478	1.773043911
Protist	-0.113540257	1.807080324
Protist	-0.100789605	1.839022924
Protist	-0.116052657	1.787421205
Protist	-0.187883431	1.542310418
Protist	-0.198809365	1.578369181
Protist	-0.167100528	1.589600911
Protist	-0.199787883	1.424983336
Protist	-0.232836174	1.516603339
Protist	-0.135799746	1.733762068
Protist	-0.15470952	1.779210187
Protist	-0.135674474	1.698357482
Protist	-0.129857837	1.520855561
Protist	-0.138193967	1.686436138
Protist	-0.145727471	1.457243281
Protist	-0.113487471	1.522074286
Protist	-0.140411638	1.578991621
Protist	-0.131370435	1.449500654
Protist	-0.131950575	1.379831574
Protist	-0.17321791	3.072650632
Protist	-0.220114534	2.812833379
Protist	-0.203443589	2.954569595
Protist	-0.183201109	2.879556415
Protist	-0.202389954	3.121102749
Protist	-0.217691668	1.162039697
Protist	-0.173992688	1.314510103
Protist	-0.225629254	1.353796346
Protist	-0.148544941	1.272302648
Protist	-0.204528341	1.349497879
Protist	-0.104983275	1.398408326
Protist	-0.140448788	1.599612855
Protist	-0.144073617	1.541661632
Protist	-0.118568146	1.538385711
Protist	-0.141566354	1.513851587
Protist	-0.12060662	1.139301947
Protist	-0.15704896	1.560823198
Protist	-0.106551473	1.536888147
Protist	-0.137930958	1.557159303
Protist	-0.151806785	1.554449837
Protist	-0.12890467	1.362782933
Protist	-0.134031576	1.482762224
Protist	-0.163957809	1.522247512
Protist	-0.133569998	1.425136626
Protist	-0.17216856	1.38392836
Protist	-0.194601634	0.954490398
Protist	-0.162858982	1.17322959
Protist	-0.177946709	0.939254155
Protist	-0.145449373	1.095078006
Protist	-0.166889549	1.19385537
Protist	-0.09238348	1.526744966
Protist	-0.082197276	1.50752198
Protist	-0.096852439	1.563850409
Protist	-0.091374035	1.44466792
Protist	-0.095600677	1.710030496
Protist	-0.117929926	1.364174909
Protist	-0.131134968	1.713443894
Protist	-0.149034034	1.616180533
Protist	-0.110893209	1.617383888
Protist	-0.117575948	1.561356382
Protist	-0.134482855	1.421603827
Protist	-0.136558931	1.262020694
Protist	-0.147540724	1.393549899
Protist	-0.152481921	1.423452857
Protist	-0.168562127	1.384752613
Protist	-0.266071212	1.276219392
Protist	-0.150057417	1.574809133
Protist	-0.171644551	1.765687482
Protist	-0.152129093	1.846343573
Protist	-0.123294634	1.637427092
Protist	-0.149821092	1.50169921
Protist	-0.143443867	1.650366034
Protist	-0.150254533	1.546838218
Protist	-0.166900367	1.29077888
Protist	-0.155681649	1.565128155
Protist	-0.152016067	1.394162676
Protist	-0.156349297	1.492675964
Protist	-0.168977691	1.495231724
Protist	-0.136140422	1.423918294
Protist	-0.175059209	1.502243015
Protist	-0.138360939	1.550006467
Protist	-0.101916193	1.526098898
Protist	-0.109572187	1.516032922
Protist	-0.11233472	1.505580859
Protist	-0.101134234	1.442580331
Protist	-0.167149085	1.684721035
Protist	-0.132609824	1.760390146
Protist	-0.164801578	1.65870267
Protist	-0.128339572	1.67147452
Protist	-0.13996309	1.626724342
Protist	-0.156666412	1.810872014
Protist	-0.133172498	1.976859687
Protist	-0.153525877	1.691605636
Protist	-0.137863391	1.837834284
Protist	-0.150537123	1.674510039
Protist	-0.131966783	1.945012084
Protist	-0.116202229	1.918682136
Protist	-0.124029151	2.013923085
Protist	-0.12118772	2.058498834
Protist	-0.143958714	1.927243392
Protist	-0.129296696	1.666217691
Protist	-0.109664693	1.648047181
Protist	-0.1268094	1.624676121
Protist	-0.099863804	1.662381157
Protist	-0.135408587	1.765073744
Protist	-0.1995589	1.636592082
Protist	-0.189198086	1.589377539
Protist	-0.165258104	1.404513239
Protist	-0.209084486	1.351945576
Protist	-0.209829268	1.639196907
Protist	-0.144796609	1.451617981
Protist	-0.119451785	1.463459146
Protist	-0.11792507	1.552694609
Protist	-0.13039126	1.574789002
Protist	-0.137167152	1.608379412
Protist	-0.124227852	1.15320956
Protist	-0.192179569	1.218045797
Protist	-0.117722416	1.293381059
Protist	-0.086932643	1.356232753
Protist	-0.094673536	1.305327854
Protist	-0.139870687	1.451588842
Protist	-0.112988922	1.415996844
Protist	-0.145321538	1.520605401
Protist	-0.121102227	1.510606181
Protist	-0.142693694	1.581596706
Protist	-0.160963439	1.596177937
Protist	-0.15323505	1.715620915
Protist	-0.144031624	1.689921654
Protist	-0.147266746	1.605837871
Protist	-0.176311027	1.474084649
Protist	-0.188938713	1.40735298
Protist	-0.143944593	1.61395757
Protist	-0.198251102	1.238215738
Protist	-0.14957271	1.530698233
Protist	-0.248496576	1.147477879
Protist	-0.138889609	1.28017891
Protist	-0.115303453	1.57476165
Protist	-0.149269407	1.588179643
Protist	-0.134016853	1.370944604
Protist	-0.159268754	1.545318063
Protist	-0.158803246	1.394741685
Protist	-0.175135187	1.546646494
Protist	-0.152966631	1.38772194
Protist	-0.135239513	1.249725813
Protist	-0.177320646	1.471227646
Protist	-0.156314085	1.607996119
Protist	-0.130923756	1.776179781
Protist	-0.158918153	1.56780404
Protist	-0.136241287	1.533585031
Protist	-0.157841491	1.574938721
Protist	-0.18470934	1.273714059
Protist	-0.212636716	1.162927306
Protist	-0.1762899	1.279694142
Protist	-0.175731841	1.223101803
Protist	-0.16305896	1.33789693
Protist	-0.125680821	1.311721276
Protist	-0.103275444	1.185531122
Protist	-0.130933143	1.255908664
Protist	-0.114571515	1.165869976
Protist	-0.124782473	1.210265907
Protist	-0.151897207	1.440350418
Protist	-0.130601166	1.38040937
Protist	-0.118459486	1.136216491
Protist	-0.167733665	1.39976151
Protist	-0.152385524	1.129706295
Protist	-0.133219658	1.250920662
Protist	-0.114487956	1.40949462
Protist	-0.123253273	1.257988525
Protist	-0.125647809	1.263651292
Protist	-0.113278756	1.262328787
Protist	-0.227583231	1.359538828
Protist	-0.071729698	1.127719546
Protist	-0.16536273	1.371562722
Protist	-0.189887647	1.286446931
Protist	-0.205305796	1.272228239
Protist	-0.12462314	1.665090512
Protist	-0.101224529	1.643077217
Protist	-0.10962942	1.60297121
Protist	-0.124400262	1.513341836
Protist	-0.119885967	1.562696807
Protist	-0.09655665	1.609847741
Protist	-0.104555013	1.474373667
Protist	-0.095613599	1.560095143
Protist	-0.104071745	1.595771623
Protist	-0.121079602	1.463448141
